rank	lemma	pos	count	pct	cum_pct
211	аялах	VERB	66	0.0066	51.4821
212	буудал	NOUN	63	0.0063	51.4884
213	онгоц	NOUN	60	0.006	51.4944
214	нисэх	VERB	57	0.0057	51.5001
215	жуулчин	NOUN	54	0.0054	51.5055
216	газрын	NOUN	51	0.0051	51.5106
217	зураг	NOUN	49	0.0049	51.5155
218	дурсгал	NOUN	47	0.0047	51.5202
219	байгаль	NOUN	45	0.0045	51.5247
220	говь	NOUN	43	0.0043	51.529
221	тал	NOUN	41	0.0041	51.5331
222	уул	NOUN	39	0.0039	51.537
223	нуур	NOUN	37	0.0037	51.5407
224	гол	NOUN	35	0.0035	51.5442
225	тэмээ	NOUN	33	0.0033	51.5475
226	баяр	NOUN	31	0.0031	51.5506
227	наадам	NOUN	29	0.0029	51.5535
228	соёл	NOUN	27	0.0027	51.5562
229	түүх	NOUN	25	0.0025	51.5587
230	хэл	NOUN	23	0.0023	51.561
